#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321AE070F
#Date Time: 2025-04-23 12:34:07.909
#Trace: Trace 1
#Start: 0 Hz
#Stop: 5000 Hz
#BINs: 4097
#Rate: 10000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.53121 V
#Offset: 0.000184734 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.48273 V
#Offset: 4.47872e-05 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

#Frequency (Hz),Trace 1 (dBV),Phase (deg)
0,-65.5993261724018,0
1.220703125,-65.79426254010914,177.3777783077082
2.44140625,-68.83606440237445,175.0496135676792
3.662109375,-77.85685195308821,161.4960571264528
4.8828125,-87.60104082684849,107.0639671141793
6.103515625,-92.1889407130441,95.71873267519992
7.32421875,-94.04916675947392,57.11649295534848
8.544921875,-90.59208899734267,32.13152779851854
9.765625,-94.52210887686904,23.18651707568316
10.986328125,-98.73846621615036,152.6940592882893
12.20703125,-96.11374065539243,110.0927856335277
13.427734375,-91.49439793983672,77.10597835395143
14.6484375,-88.2220639072368,61.34880994599022
15.869140625,-86.29498086083849,35.50153396915729
17.08984375,-84.49090582568842,19.19657524211346
18.310546875,-84.4710102015116,24.98121749648947
19.53125,-84.49609366248743,40.88301416476114
20.751953125,-85.5328112898541,56.50894513860247
21.97265625,-87.66521292496938,86.76659376468498
23.193359375,-87.92353600613163,112.6736422747605
24.4140625,-90.46332488888834,115.9828214768372
25.634765625,-94.64215106054404,89.47205689573181
26.85546875,-92.94498691315034,55.64244330634483
28.076171875,-94.45294685658158,41.02220701250672
29.296875,-105.7410264377005,135.1901006065398
30.517578125,-91.96848216000626,93.46912137409703
31.73828125,-86.04865326154155,97.46761170410441
32.958984375,-85.2917079213114,84.38077491473155
34.1796875,-89.46257202483258,63.81124599387221
35.400390625,-96.61538076368743,156.2194446867198
36.62109375,-87.74667644312336,120.8178912859119
37.841796875,-86.26576275429635,118.1680644790764
39.0625,-89.12469867557883,125.712182783456
40.283203125,-90.17113937027297,19.66156790725293
41.50390625,-83.48026360766787,56.98807187693536
42.724609375,-81.52670305721136,61.36241698089957
43.9453125,-81.83307912398284,60.41207376060431
45.166015625,-83.14424173033403,66.58116290423153
46.38671875,-85.17558090858981,69.75198778650504
47.607421875,-85.15426220060814,61.15145023682339
48.828125,-83.87356424086019,62.86800868803822
50.048828125,-83.64038811425674,73.94365732201399
51.26953125,-83.32363166180365,89.31628024082346
52.490234375,-82.84679269900604,104.784171873794
53.7109375,-83.51705793283328,109.4595385747122
54.931640625,-83.79738698482775,104.8394028409748
56.15234375,-84.20555609509763,101.9030213286896
57.373046875,-88.80976649635917,97.67601688921559
58.59375,-94.65745479215369,93.74483552729394
59.814453125,-95.54588281139812,103.6249559050997
61.03515625,-102.1923940437235,80.01147462507977
62.255859375,-94.29031075580264,15.95972388428869
63.4765625,-93.06387980140998,15.80527094300139
64.697265625,-100.5064008727584,134.9581366582437
65.91796875,-94.63759281906471,78.23712317831479
67.138671875,-93.09084767478927,29.40459736431031
68.359375,-90.03111219523477,163.0366180736089
69.580078125,-90.25736963469234,118.930793219972
70.80078125,-88.05993840638997,77.75398642652593
72.021484375,-88.59399610304614,61.72467344381464
73.2421875,-93.80040168444143,43.22576805040868
74.462890625,-101.7815195725632,101.8314763584971
75.68359375,-90.96843131951771,166.3561837261448
76.904296875,-87.51791756316605,172.2526138341471
78.125,-86.27690550115511,172.3252587975427
79.345703125,-85.28512716540085,175.2782679680153
80.56640625,-86.52342489248413,174.7701717449012
81.787109375,-90.891359790954,168.7248801441377
83.0078125,-94.54053556443904,128.1795949372682
84.228515625,-89.06871765517712,89.22933625209511
85.44921875,-85.68348138277889,84.82271884126101
86.669921875,-87.41530334711896,85.61556974313775
87.890625,-95.02528321815126,115.5142402551352
89.111328125,-90.49985060913457,22.45612058961823
90.33203125,-86.75595601316201,61.02884572365085
91.552734375,-85.54030432900161,89.90101067603976
92.7734375,-87.51005921207079,100.3619538612341
93.994140625,-92.35989739964042,120.806103401067
95.21484375,-97.78883222621475,146.7024338610265
96.435546875,-110.4966266774029,163.4024220312579
97.65625,-97.52290785254323,143.9868285434965
98.876953125,-95.51281221866168,131.2907451614923
100.09765625,-93.95381760769035,92.05089386342193
101.318359375,-90.07197948612563,58.78579298726301
102.5390625,-87.1864611680127,51.05395300903452
103.759765625,-87.01473764113638,44.88725636005057
104.98046875,-88.91375313840504,10.20824997481693
106.201171875,-84.88600134264929,156.2921961701456
107.421875,-82.10389616768255,145.7042125272189
108.642578125,-81.43666679090957,139.7950738409269
109.86328125,-81.8900775235589,144.3922748390254
111.083984375,-83.21474797526275,144.4334042164269
112.3046875,-84.46235783203758,128.753240780697
113.525390625,-84.62080125452964,107.579739515481
114.74609375,-82.96008715849038,90.35534124440304
115.966796875,-82.16227174800065,84.83187067682864
117.1875,-83.88956015467969,83.64440186872146
118.408203125,-85.94646276126699,92.09951396170945
119.62890625,-86.63086101240737,115.1305546080582
120.849609375,-86.23916557436775,141.2433124072184
122.0703125,-85.78620215127432,157.0036641645902
123.291015625,-86.84658239313387,169.3507810201975
124.51171875,-87.61908542155402,9.296236249108507
125.732421875,-88.0656840371708,39.6705244664418
126.953125,-87.14395758306907,64.58709613156608
128.173828125,-86.53953214040301,64.85500523821419
129.39453125,-86.67695857730001,69.04143097033038
130.615234375,-88.12656021317373,68.1216705443546
131.8359375,-89.13522156325384,34.42388567902898
133.056640625,-87.31096721231697,13.87757689987767
134.27734375,-87.91563350924328,6.895738776315024
135.498046875,-91.14659996492546,5.494471335003944
136.71875,-98.99133411303106,51.90826123411907
137.939453125,-92.76070430853524,136.1711384128703
139.16015625,-90.45904672572922,141.6351651053934
140.380859375,-95.64086326285043,136.2522024748411
141.6015625,-102.8587718246599,53.60687889193562
142.822265625,-94.57179660870138,12.4071052158082
144.04296875,-92.37439253910777,175.0915171424323
145.263671875,-91.9296239694998,179.2370035862253
146.484375,-91.36337652520309,7.068440122181117
147.705078125,-90.16257322742504,1.924229461017116
148.92578125,-89.0943498686206,5.786155540210224
150.146484375,-91.69069419362557,25.22510534610858
151.3671875,-93.78160539823908,71.35327915661358
152.587890625,-92.41326157914669,82.88658839511795
153.80859375,-93.10347657758021,74.45169037683884
155.029296875,-92.95126454653156,71.559169445392
156.25,-90.54768369943572,66.11958117865763
157.470703125,-90.95770128834391,67.91230372962784
158.69140625,-94.22830127300691,115.242123190647
159.912109375,-91.60082434480957,167.6003411831613
161.1328125,-87.89144983718528,21.06822539810745
162.353515625,-83.95740956373515,32.08359548537741
163.57421875,-81.66876485639858,33.56646126105778
164.794921875,-80.16753436295367,29.79130978574063
166.015625,-79.73436976459611,20.89104515289674
167.236328125,-80.77398055344135,16.08678573749687
168.45703125,-83.70272843690987,13.66053265952062
169.677734375,-90.44712841621099,11.7507109507533
170.8984375,-92.8430021488459,102.753084523175
172.119140625,-85.95415917460267,123.1616860794757
173.33984375,-87.26049814706833,130.7433220890465
174.560546875,-95.90269682477845,116.4053768461013
175.78125,-95.02004684765468,154.2321384294787
177.001953125,-84.81286987189935,130.7386064882013
178.22265625,-81.44734513999487,136.1313104959359
179.443359375,-81.6026225561294,144.9578949386956
180.6640625,-83.34221993626119,141.073979603409
181.884765625,-86.66707576542338,145.1588385207538
183.10546875,-90.6550157451418,0.7113647282657659
184.326171875,-92.66045276659978,29.03047321899822
185.546875,-89.51002134992349,22.79856138189993
186.767578125,-85.23991994096322,11.2901914276038
187.98828125,-83.7677493349465,8.896212475885939
189.208984375,-82.45242685284182,10.8800500529166
190.4296875,-81.31213215535635,10.50680136779214
191.650390625,-81.67517715716002,11.36637735292842
192.87109375,-83.45546426037174,8.881011841962207
194.091796875,-84.93591433477391,167.0082864669264
195.3125,-83.42301163552152,147.1633412691978
196.533203125,-83.10092435947588,139.9796240309186
197.75390625,-84.44929267215217,133.2908767447228
198.974609375,-85.89552923218116,142.19283525535
200.1953125,-88.38527306977201,164.1301781617609
201.416015625,-94.72205388250232,47.58381408581069
202.63671875,-88.45214048733752,97.99447472947814
203.857421875,-86.95521852153342,91.59266468000445
205.078125,-88.01784522042524,84.72065430152699
206.298828125,-89.0873763776525,82.00188219143524
207.51953125,-89.86642221426291,66.7541590588928
208.740234375,-91.65731914359257,52.64873352373201
209.9609375,-96.08425476468723,67.7794477059274
211.181640625,-94.22139893819981,101.2200782594606
212.40234375,-90.93658104319827,107.7084356501959
213.623046875,-89.85793552258066,117.6633904232593
214.84375,-86.81612492744895,136.2484407298184
216.064453125,-83.48872542733885,143.324480448112
217.28515625,-82.48950266046778,144.9750908616065
218.505859375,-82.44751308091489,142.6035907392089
219.7265625,-83.92904907584014,119.7128287596679
220.947265625,-83.99314666680712,79.81545395486144
222.16796875,-84.24232880070471,59.86057079649758
223.388671875,-85.21652994699491,35.69014267681521
224.609375,-85.29321871956037,13.87196298957288
225.830078125,-87.93678831770636,177.6490314780133
227.05078125,-89.71991488019732,163.7181463109005
228.271484375,-91.62388116761389,161.9641627567458
229.4921875,-105.7537715891043,60.78795998448302
230.712890625,-91.03657974663349,9.166723414179252
231.93359375,-89.42806841478101,19.95626538791729
233.154296875,-88.00632144755201,34.02079821999525
234.375,-87.69712572550155,51.0614827301429
235.595703125,-86.92617279737739,81.08651210126439
236.81640625,-84.86944850777535,95.13172589985055
238.037109375,-85.35360696918039,105.0731085720703
239.2578125,-87.44607603604111,112.2957573014839
240.478515625,-89.42583889258943,104.6082343960708
241.69921875,-95.61733287035828,123.8438380161967
242.919921875,-92.4233963889224,46.12767380021813
244.140625,-87.65883000893608,63.72808039317695
245.361328125,-86.58072642766562,70.41982981810985
246.58203125,-85.84299473627988,78.01344598174313
247.802734375,-85.81761725982319,87.88237648496889
249.0234375,-87.72724639691737,88.60066181095917
250.244140625,-88.91949063033823,75.33221843637038
251.46484375,-88.78409970002582,66.37588916400217
252.685546875,-92.19298657945191,55.37668311170793
253.90625,-104.7356977592057,169.6195458250235
255.126953125,-89.93540427737712,28.08033988729173
256.34765625,-89.36964191216049,35.1444808964756
257.568359375,-90.3406448974642,178.4033299768428
258.7890625,-86.19640100414428,135.9422044269428
260.009765625,-85.17173416475542,111.1536658969858
261.23046875,-85.5691711715468,100.7166667441808
262.451171875,-87.6587246312973,102.5231889425177
263.671875,-100.8878225161695,60.23339466173873
264.892578125,-90.90853529331486,104.7997269217756
266.11328125,-86.57286965501589,75.73547691874734
267.333984375,-84.31048680320986,55.40370404320549
268.5546875,-83.49746886990576,35.84190448948716
269.775390625,-83.29906614638732,25.27493703494007
270.99609375,-83.05669770578105,31.04390534455061
272.216796875,-83.68410804884931,33.71617455043084
273.4375,-84.9865489782851,30.4063888285901
274.658203125,-86.44253675611479,29.76867518446864
275.87890625,-89.95500117896441,12.76297313340312
277.099609375,-94.94894418083639,144.445797769765
278.3203125,-95.58884989676497,32.55700944376885
279.541015625,-89.01334540557548,169.9902351329578
280.76171875,-87.63744925586872,153.1410576511672
281.982421875,-88.76074929390312,142.0477180958214
283.203125,-88.35679260418709,112.3969611761647
284.423828125,-84.86444198902149,93.15902479675965
285.64453125,-83.8989259149598,84.52404810987326
286.865234375,-83.89830611832141,72.81861450799884
288.0859375,-83.32245449432298,63.27629379819825
289.306640625,-83.0968749962328,41.41239847288954
290.52734375,-81.71972382035838,20.09631343260441
291.748046875,-81.19736229762843,26.84681382512053
292.96875,-81.24795126464535,39.71883249418037
294.189453125,-83.17993329579772,50.03772813573703
295.41015625,-85.58041363877646,81.55021666819391
296.630859375,-86.16871596933045,114.3197196955977
297.8515625,-87.24307890843343,142.885688892153
299.072265625,-87.76153720877898,162.2978636914746
300.29296875,-88.37391652990982,159.0063454358767
301.513671875,-88.76324108358526,137.3413542250726
302.734375,-90.36868901110955,117.0476116520241
303.955078125,-92.89892510228623,111.2155416327859
305.17578125,-102.3816613814343,169.4802296910927
306.396484375,-90.36393670221705,81.95345406079262
307.6171875,-85.87589536278486,91.43918751785726
308.837890625,-85.48773659031684,106.4215294238979
310.05859375,-87.03365726576627,134.5438003038083
311.279296875,-86.98793483699534,171.2590909667376
312.5,-86.04803078417027,23.51704756495866
313.720703125,-86.27688875382297,50.38355452366848
314.94140625,-86.79788227591575,65.58958597476891
316.162109375,-85.59259513395445,71.18287890732442
317.3828125,-85.53258834268492,63.50295388902044
318.603515625,-87.74529771792464,37.30558140966563
319.82421875,-90.11143716934217,14.88080424469749
321.044921875,-94.27069898795935,12.10797168191494
322.265625,-113.9664323401096,8.651016780286058
323.486328125,-97.08114318277318,153.392269302778
324.70703125,-93.4471783518388,115.4536032944647
325.927734375,-96.58548965743256,71.96441327226552
327.1484375,-93.91677445415709,5.719976909399825
328.369140625,-89.03206898681562,174.5807703180605
329.58984375,-87.91744419257085,166.7533572889377
330.810546875,-88.58808996534083,158.0543607521916
332.03125,-90.13699959695565,155.7325924154538
333.251953125,-93.54060956176431,145.7617483573828
334.47265625,-93.2723531898036,103.1269755098195
335.693359375,-95.27523115209758,69.75225045543033
336.9140625,-93.67917756814494,161.5153356537712
338.134765625,-88.46176091522408,165.369252231988
339.35546875,-87.88976180651622,176.6783857000912
340.576171875,-91.11989506221462,4.912722032646791
341.796875,-92.34518888042879,59.72694385635766
343.017578125,-87.07222975872173,110.6374183092831
344.23828125,-84.43481747906608,134.2045640880253
345.458984375,-85.42862457709117,134.4206567358929
346.6796875,-86.91141095791197,110.8251634406896
347.900390625,-87.9865489728933,80.49401448539673
349.12109375,-87.66998418464675,39.81559668125858
350.341796875,-86.20615197267759,19.8275263771189
351.5625,-89.48189118815691,179.4560557466264
352.783203125,-94.99176773709991,120.5388427615187
354.00390625,-102.6819187551995,46.71910752291467
355.224609375,-96.26465782031369,121.4663112651527
356.4453125,-90.46120699869638,97.22637766022321
357.666015625,-88.68822804847687,83.01017177000566
358.88671875,-92.45231953246547,58.21145519861857
360.107421875,-93.90948066911109,11.0399497436732
361.328125,-94.12070142028307,151.1876351855663
362.548828125,-92.03393605689325,104.6516427798186
363.76953125,-98.48532484562625,84.42369241579841
364.990234375,-93.35636018955087,136.6712730319206
366.2109375,-86.0816223878401,140.8022336422591
367.431640625,-83.68084848384952,127.150158280479
368.65234375,-83.45520455155645,103.6499185404333
369.873046875,-84.07306289277408,84.95880483713523
371.09375,-83.76076151721472,70.70273534703286
372.314453125,-83.62643975986067,62.78604373029491
373.53515625,-85.32723319512492,66.63880438083309
374.755859375,-88.63627084856026,79.68073326334297
375.9765625,-90.84575916949376,74.88031430637457
377.197265625,-87.47498805041036,44.69152058961797
378.41796875,-82.99684771387879,29.31553279004732
379.638671875,-80.50065222865001,28.35260588047101
380.859375,-80.75613579315474,32.89841008511759
382.080078125,-83.36533081126697,37.09702588174785
383.30078125,-89.22163278755278,54.52460264539672
384.521484375,-92.96802289092311,165.9004644165105
385.7421875,-88.60985616788639,14.83539865932872
386.962890625,-91.2628899515289,15.92784839838992
388.18359375,-92.75756934788319,35.97096907509202
389.404296875,-94.65267474167055,59.65683986771398
390.625,-95.79720377610323,124.9882449363633
391.845703125,-86.72505917857896,147.5176694365305
393.06640625,-82.92578358514726,143.8408453141237
394.287109375,-81.86755292088576,139.2826956927307
395.5078125,-82.45114930845082,136.4207485332043
396.728515625,-86.87524737357779,119.7136588944111
397.94921875,-91.58347131849004,62.72775492502056
399.169921875,-92.00293148732922,42.98980006033761
400.390625,-95.02540965432129,87.36289387539935
401.611328125,-91.0523798950566,143.2467152112837
402.83203125,-87.14707009063505,157.9208591994921
404.052734375,-84.6731014779496,169.135523515706
405.2734375,-83.78579156297457,178.2730980146681
406.494140625,-84.76730732983103,170.2116773909993
407.71484375,-86.32354475404732,154.7610253732247
408.935546875,-88.78686767304215,153.9349270488264
410.15625,-92.42492576454643,155.7643502759343
411.376953125,-100.5834843146663,157.1981781940754
412.59765625,-104.9393264814149,93.35652683518039
413.818359375,-91.61470968160825,100.0057329459346
415.0390625,-86.37147296627732,102.53310287452
416.259765625,-86.12345932453633,104.9666983378653
417.48046875,-88.93086759956242,139.8313098976022
418.701171875,-88.80313135852961,18.57321493322001
419.921875,-86.22442703169554,65.70772688887715
421.142578125,-84.04884140349171,81.15929008465849
422.36328125,-83.77152947359247,92.6347447049306
423.583984375,-83.50470336669096,109.0605689798871
424.8046875,-85.06420275068933,126.2050207558651
426.025390625,-86.42479488146826,151.0379467493186
427.24609375,-86.52993506279819,173.4825883783388
428.466796875,-87.88581829487245,19.0347329808243
429.6875,-91.11284482938615,34.59384498288129
430.908203125,-96.12653278839049,48.10217065870615
432.12890625,-98.28488928006641,71.77714695424737
433.349609375,-96.95699211116309,48.63967596426636
434.5703125,-94.45992891466824,32.6776641620599
435.791015625,-94.4715152486454,14.53531309061293
437.01171875,-93.73712099885223,144.1766673107821
438.232421875,-89.96149780938944,92.99080886505882
439.453125,-87.93912408410593,71.92387061159059
440.673828125,-87.91659235666816,58.98779891558345
441.89453125,-88.75158656236164,41.96471020915031
443.115234375,-94.70578944033562,19.23710419756465
444.3359375,-96.87230110959602,63.85993438413891
445.556640625,-87.63793655212949,49.61125547289062
446.77734375,-84.12450181558457,57.5777329999741
447.998046875,-82.86590714780247,75.29868403920018
449.21875,-82.56016189753404,96.86169782400867
450.439453125,-82.48023483825841,114.9555044947037
451.66015625,-82.35826602396422,126.9715984227527
452.880859375,-83.88915637718803,132.8363372423696
454.1015625,-89.49152616413443,130.1419186576902
455.322265625,-97.40960814288908,90.27056327819092
456.54296875,-93.85826378346334,34.33345716364257
457.763671875,-88.24822379142076,13.27119234569312
458.984375,-86.49409551967113,10.77184607037795
460.205078125,-86.30059453884516,19.80326962822419
461.42578125,-86.0788020408519,22.26381956794898
462.646484375,-86.6341827495262,18.36285972915378
463.8671875,-86.18001552759587,10.52261077124817
465.087890625,-85.76302387758459,2.610729124209602
466.30859375,-87.99759221990337,10.93612663521632
467.529296875,-92.35373356426216,47.34444686682024
468.75,-90.44218306674193,99.84729997064814
469.970703125,-85.19112457673265,108.1678694851872
471.19140625,-83.83166430310783,102.916103880922
472.412109375,-87.19609743478701,81.74863710508795
473.6328125,-88.14280969309922,15.96637201871413
474.853515625,-83.43639020021297,159.3862050410469
476.07421875,-81.27597049253197,141.6528938081473
477.294921875,-80.65108605469189,130.2974440682054
478.515625,-81.35268350078729,130.5722014503756
479.736328125,-84.82559011912998,144.7093749724175
480.95703125,-89.43937295236285,164.7620985975056
482.177734375,-91.3033809498576,15.60551781200942
483.3984375,-88.08558407046849,40.4117291369458
484.619140625,-87.64922347803153,30.82152996112018
485.83984375,-87.534884057276,6.593772422878664
487.060546875,-85.85091962496648,172.7128360645451
488.28125,-84.947513110796,163.8297900011425
489.501953125,-84.6339176036752,154.5670631185632
490.72265625,-84.86172590828501,149.9657335216037
491.943359375,-86.79201876693156,149.0536701856679
493.1640625,-87.92715728178364,149.3497549367164
494.384765625,-86.87529804591961,160.3002576380202
495.60546875,-87.29728182970156,173.3009744581931
496.826171875,-88.05821158803454,176.0646295622669
498.046875,-85.89669670542503,175.6415752463996
499.267578125,-85.63201168606214,169.0475505684324
500.48828125,-87.0272374697015,144.3156598320683
501.708984375,-86.74455001271141,133.909008419788
502.9296875,-87.20360785396434,128.3056368945735
504.150390625,-88.3435537887167,119.4115189529753
505.37109375,-90.07026198870733,134.5730768097995
506.591796875,-94.22147060603712,145.0266649467185
507.8125,-111.3087523370834,63.94652670062496
509.033203125,-95.1736459800979,174.6852955957592
510.25390625,-88.2036511454022,175.4170308889064
511.474609375,-86.05561432938403,162.5550469200886
512.6953125,-87.27425984573409,154.915923355993
513.916015625,-90.82721877642507,164.5075278558855
515.13671875,-96.85068488270085,137.8554559388908
516.357421875,-95.57192187343658,67.38285462936994
517.578125,-98.30390721909228,37.26507727923173
518.798828125,-107.5708430100969,0.7025037037671675
520.01953125,-96.28695503681914,20.93068107878887
521.240234375,-92.19603651805473,65.27277853815021
522.4609375,-87.3644597629101,83.08738376373685
523.681640625,-85.27938010143842,96.41052085942437
524.90234375,-84.52196889469627,116.7128816188884
526.123046875,-83.85680761230941,127.8211250029232
527.34375,-84.46178826561648,133.9380206446396
528.564453125,-86.24849841519654,156.530438308498
529.78515625,-85.26831716064109,176.1036067083991
531.005859375,-83.43115150936912,4.029897416667962
532.2265625,-82.50844541248142,11.57548644774229
533.447265625,-82.61539061542136,13.68943112393053
534.66796875,-83.13135402400839,14.4173555052666
535.888671875,-83.75612898855883,14.52438644886586
537.109375,-84.67040186890117,17.10583070277109
538.330078125,-85.95507632735264,25.1398180504141
539.55078125,-86.34181852100285,33.00572364098743
540.771484375,-85.10092170988955,35.07669047939332
541.9921875,-84.26020776208699,29.09350159308528
543.212890625,-84.14883664349418,14.52537449107675
544.43359375,-82.86301748366861,171.8468841537659
545.654296875,-81.39256543107564,156.2734626734188
546.875,-82.26447066303828,152.072872100536
548.095703125,-84.77611919116592,161.5838369526337
549.31640625,-87.23651548408769,15.62625995767691
550.537109375,-86.49051633260615,57.53063144968213
551.7578125,-86.18927407375581,68.65172811022256
552.978515625,-90.78048298805155,73.98494427331867
554.19921875,-95.47214082403289,159.6992025165212
555.419921875,-88.9957799738041,18.21846832093416
556.640625,-86.0866883048969,27.08893739347761
557.861328125,-85.14143225190837,26.03964431296335
559.08203125,-85.4151201738899,30.21144126120454
560.302734375,-85.00241842323931,40.11811187105694
561.5234375,-85.14701375957819,51.58418658464369
562.744140625,-86.82628650305857,46.74855665324851
563.96484375,-86.6212253478009,14.90375670028177
