#Digilent WaveForms Spectrum Analyzer
#Device Name: ADP3450
#Serial Number: DEMO
#Date Time: 2025-04-23 12:34:07.909
#Trace: Trace 1
#Start: 0 Hz
#Stop: 5000 Hz
#BINs: 4097
#Rate: 10000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.53121 V
#Offset: 0.000184734 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.48273 V
#Offset: 4.47872e-05 V
#Attenuation: 1 X
#Channel: F1
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F2
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F3
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F4
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F5
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F6
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

#Frequency (Hz),Trace 1 (V),Phase (deg)
0,0.0005248481749586124,0
1.220703125,0.00051320026622421,177.3777783077082
2.44140625,0.0003615736554280845,175.0496135676792
3.662109375,0.0001279845077297307,161.4960571264528
4.8828125,4.168194331636445e-05,107.0639671141793
6.103515625,2.457836358168845e-05,95.71873267519992
7.32421875,1.983999973540896e-05,57.11649295534848
8.544921875,2.953898376578384e-05,32.13152779851854
9.765625,1.87886058642925e-05,23.18651707568316
10.986328125,1.156316410438496e-05,152.6940592882893
12.20703125,1.564274505456785e-05,110.0927856335277
13.427734375,2.66244167723979e-05,77.10597835395143
14.6484375,3.880581461706444e-05,61.34880994599022
15.869140625,4.844522273166291e-05,35.50153396915729
17.08984375,5.962861316779835e-05,19.19657524211346
18.310546875,5.976535313012983e-05,24.98121749648947
19.53125,5.959300931328659e-05,40.88301416476114
20.751953125,5.288827903985785e-05,56.50894513860247
21.97265625,4.13751283250873e-05,86.76659376468498
23.193359375,4.016272760033155e-05,112.6736422747605
24.4140625,2.998014683335299e-05,115.9828214768372
25.634765625,1.853072653147906e-05,89.47205689573181
26.85546875,2.25294533563479e-05,55.64244330634483
28.076171875,1.893880869518214e-05,41.02220701250672
29.296875,5.163553464023413e-06,135.1901006065398
30.517578125,2.521017683411013e-05,93.46912137409703
31.73828125,4.983877244959393e-05,97.46761170410441
32.958984375,5.437691989414467e-05,84.38077491473155
34.1796875,3.364119379024566e-05,63.81124599387221
35.400390625,1.476491536353986e-05,156.2194446867198
36.62109375,4.098889191438057e-05,120.8178912859119
37.841796875,4.860846002151892e-05,118.1680644790764
39.0625,3.497559136279001e-05,125.712182783456
40.283203125,3.10058064365381e-05,19.66156790725293
41.50390625,6.69864279427612e-05,56.98807187693536
42.724609375,8.388124100591277e-05,61.36241698089957
43.9453125,8.097408398947179e-05,60.41207376060431
45.166015625,6.96286401520367e-05,66.58116290423153
46.38671875,5.510880003181969e-05,69.75198778650504
47.607421875,5.524422558089656e-05,61.15145023682339
48.828125,6.402090189184156e-05,62.86800868803822
50.048828125,6.576284516861524e-05,73.94365732201399
51.26953125,6.820534607914561e-05,89.31628024082346
52.490234375,7.205437659141033e-05,104.784171873794
53.7109375,6.670326669245492e-05,109.4595385747122
54.931640625,6.458484933140583e-05,104.8394028409748
56.15234375,6.162007112205858e-05,101.9030213286896
57.373046875,3.626700358087232e-05,97.67601688921559
58.59375,1.849810585647047e-05,93.74483552729394
59.814453125,1.669959195079744e-05,103.6249559050997
61.03515625,7.769271491465292e-06,80.01147462507977
62.255859375,1.929676296763799e-05,15.95972388428869
63.4765625,2.222317007369483e-05,15.80527094300139
64.697265625,9.433654279455143e-06,134.9581366582437
65.91796875,1.854045376696601e-05,78.23712317831479
67.138671875,2.215427877355732e-05,29.40459736431031
68.359375,3.150970884497454e-05,163.0366180736089
69.580078125,3.069951527189685e-05,118.930793219972
70.80078125,3.953694237122876e-05,77.75398642652593
72.021484375,3.717921320102494e-05,61.72467344381464
73.2421875,2.041643525394531e-05,43.22576805040868
74.462890625,8.145617662083353e-06,101.8314763584971
75.68359375,2.828644921062674e-05,166.3561837261448
76.904296875,4.208275094339961e-05,172.2526138341471
78.125,4.854614234095117e-05,172.3252587975427
79.345703125,5.441813349955779e-05,175.2782679680153
80.56640625,4.718769409881137e-05,174.7701717449012
81.787109375,2.853855702796893e-05,168.7248801441377
83.0078125,1.874878901092659e-05,128.1795949372682
84.228515625,3.520173889179401e-05,89.22933625209511
85.44921875,5.197876192183508e-05,84.82271884126101
86.669921875,4.25828605850373e-05,85.61556974313775
87.890625,1.773110653006178e-05,115.5142402551352
89.111328125,2.985433965728363e-05,22.45612058961823
90.33203125,4.594118565712952e-05,61.02884572365085
91.552734375,5.284267368728201e-05,89.90101067603976
92.7734375,4.212084153490002e-05,100.3619538612341
93.994140625,2.409933895387662e-05,120.806103401067
95.21484375,1.289906967687622e-05,146.7024338610265
96.435546875,2.986542271513569e-06,163.4024220312579
97.65625,1.330009084465241e-05,143.9868285434965
98.876953125,1.676329504956157e-05,131.2907451614923
100.09765625,2.00589926675191e-05,92.05089386342193
101.318359375,3.136180323368918e-05,58.78579298726301
